"","title","avg_rating","genres","author","num_pages","price","publish_date","rating_1","rating_2","rating_3","rating_4","rating_5","review"
"539","The Hunt for Red October",4.05,"Suspense, Military Fiction, Mystery, Fiction, Thriller, War","Tom Clancy",432,"$44.99","10/15/99",9681,14240,52894,104860,126114,61558
"540","Point of Retreat",4.29,"New Adult, Young Adult, Contemporary, Romance","Colleen Hoover",230,"$10.57","2/25/12",1428,4065,17733,42329,68358,26783
"541","The Rise of Nine",4.18,"Young Adult, Science Fiction, Fantasy","Pittacus Lore",372,"$97.78","8/21/12",1205,2909,14728,31298,40593,18147
"542","Soulless",3.91,"Romance, Fiction, Fantasy, Science Fiction, Paranormal, Urban Fantasy, Steampunk, Vampires","Gail Carriger",357,"$21.84","10/1/09",2823,5040,18132,32132,28914,17408
"543","The Ultimate Hitchhiker's Guide to the Galaxy",4.38,"Humor, Classics, Science Fiction, Fiction, Fantasy","Douglas Adams",815,"$3.99","4/30/02",2824,6794,28172,71534,148459,51557
"544","Hearts in Atlantis",3.82,"Horror, Fantasy, Fiction","Stephen King",640,"$0.69","4/26/01",1378,5744,21015,27403,22508,15610
"545","Beloved",3.81,"Historical Fiction, Historical, Classics, Fiction, Literature, Magical Realism","Toni Morrison",324,"$9.08","6/8/04",13242,23067,59348,90400,91154,55442
"546","The Eyre Affair",3.91,"Humor, Mystery, Fiction, Science Fiction, Fantasy","Jasper Fforde",374,"$13.88","2/25/03",2651,6560,22501,38246,34507,20893
"547","ShÅçgun",4.38,"Historical Fiction, Historical, Cultural, Japan, Classics, Fiction","James Clavell",1152,"$54.61","2/19/09",992,2643,14724,39941,73399,26340
"548","The Republic",3.93,"Politics, Philosophy, Nonfiction, Classics","Plato",416,"$5.55","2/25/03",3255,8425,33003,48762,49238,28537
"549","Stones from the River",4.08,"Historical Fiction, Historical, World War II, Cultural, Germany, Fiction, War","Ursula Hegi",525,"$32.98","3/1/95",1459,3941,16039,31416,35437,17658
"550","Switched",3.88,"Fantasy, Romance, Paranormal, Young Adult","Amanda Hocking",304,"$1.28 to $49.63","7/12/10",2486,5916,19619,28048,29079,17030
"551","Even Cowgirls Get the Blues",3.75,"Humor, Contemporary, Fiction, Literature, Novels","Tom Robbins",366,"$1.94","10/11/01",1170,3550,12795,17593,11821,9386
"552","A Wind in the Door",4.04,"Fiction, Fantasy, Young Adult, Childrens, Science Fiction","Madeleine L'Engle",203,"$4.16","3/26/76",1528,4431,21643,38647,39270,21104
"553","Antigone",3.62,"Academic, School, Classics, Drama, Plays, Fiction","Sophocles",80,"$563.00","12/1/05",2111,9153,29203,29890,19848,18041
"554","The Light Fantastic",3.97,"Fantasy, Humor, Fiction","Terry Pratchett",241,"$8.48","2/2/00",387,4248,25383,42481,31561,20812
"555","The Phantom of the Opera",3.97,"Fiction, Classics, Romance, Horror","Gaston Leroux",360,"$27.90","12/30/87",3149,10476,41119,59898,65796,36088
"556","House Rules",4.02,"Mystery, Contemporary, Fiction","Jodi Picoult",532,"$4.59","3/2/10",1276,5874,27530,52791,45688,26632
"557","Willow",3.93,"Romance, Fiction, Contemporary, Young Adult, Realistic Fiction","Julia Hoban",329,"$4.96","4/2/09",1101,2326,6315,8925,12170,6167
"558","The Good Earth",3.98,"Historical Fiction, Historical, Cultural, Classics, Fiction, Literature, China","Pearl S. Buck",418,"$450.00","3/4/09",5536,12217,41098,72721,77468,41808
"559","Losing Hope",4.35,"Romance, New Adult, Contemporary, Young Adult","Colleen Hoover",321,"$6.31","7/8/13",1256,2469,10238,24966,50673,17920
"560","Dragonflight",4.1,"Science Fiction Fantasy, Fiction, Fantasy, Science Fiction, Dragons","Anne McCaffrey",299,"$21.00","7/26/05",1838,4809,21630,38742,48559,23116
"561","The King of Attolia",4.37,"Fantasy, Fiction, Adventure, Young Adult","Megan Whalen Turner",387,"$4.22","1/24/06",304,639,3214,9102,16306,5913
"562","Shutter Island",4.09,"Horror, Suspense, Mystery, Fiction, Crime, Thriller","Dennis Lehane",369,"$10.30","4/27/04",1917,5195,24326,56189,52865,28098
"563","The Great Divorce",4.28,"Religion, Theology, Classics, Christianity, Fiction, Christian, Fantasy","C.S. Lewis",160,"$19.63","2/1/02",1439,2743,11754,29131,47607,18535
"564","An Abundance of Katherines",3.6,"Realistic Fiction, Teen, Contemporary, Humor, Audiobook, Romance, Young Adult Contemporary, Fiction, Coming Of Age, Young Adult","John Green",229,"$5.98","9/21/06",18046,44695,114046,125893,97006,79937
"565","The Shelters of Stone",3.81,"Fantasy, Historical, Fiction, Historical Fiction","Jean M. Auel",891,"$6.84","4/27/04",980,3470,9760,12339,12386,7787
"566","The Mark of Athena",4.46,"Young Adult, Mythology, Fantasy","Rick Riordan",586,"$75.01","10/2/12",4372,6685,36306,104787,242619,78954
"567","A Room of One's Own",4.13,"Nonfiction, Writing, Feminism, Essays, Classics","Virginia Woolf",112,"$7.79","1/1/00",1279,3580,15234,33740,38356,18438
"568","The Jungle Books",4.02,"Fiction, Classics, Childrens, Fantasy","Rudyard Kipling",368,"$12.89","5/3/05",815,3467,18159,28169,28807,15883
"569","Midnight Alley",4.11,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Vampires","Rachel Caine",245,"$11.34","10/2/07",833,2271,10809,17478,23766,11031
"570","Lucky",3.77,"Biography, Memoir, Autobiography, Nonfiction","Alice Sebold",243,"$13.43","9/16/02",1602,5908,24261,33211,21410,17278
"571","City of Ashes",4.2,"Young Adult, Romance, Paranormal, Fantasy","Cassandra Clare",453,"$11.18","3/25/08",7217,23287,105574,216540,301525,130829
"572","The Girl Who Loved Tom Gordon",3.58,"Horror, Thriller, Fiction","Stephen King",264,"$5.49","11/1/05",3915,13124,36624,34774,26078,22903
"573","The Book of Lost Things",3.99,"Fiction, Fantasy, Young Adult, Fairy Tales, Horror","John Connolly",339,"$9.42","11/7/06",864,3094,11741,21774,19782,11451
"574","Boy's Life",4.35,"Mystery, Fiction, Fantasy, Young Adult, Coming Of Age, Horror","Robert R. McCammon",580,"$1.09","5/1/92",208,572,2615,6869,12169,4487
"575","Sliding on the Snow Stone",4.09,"Nonfiction, History, Ukraine, Autobiography, Biography, Cultural, War, Memoir","Andy Szpuk",238,"$13.23","9/21/11",3,15,70,112,141,68
"576","Son of the Shadows",4.33,"Romance, Fiction, Historical Fiction, Fantasy, Historical","Juliet Marillier",608,"$3.86","6/17/02",132,528,3313,8815,13242,5206
"577","The White Tiger",3.73,"India, Contemporary, Fiction, Cultural, Asian Literature, Indian Literature","Aravind Adiga",320,"$97.78","4/26/08",3232,10489,38833,58035,30994,28317
"578","Ishmael: An Adventure of the Mind and Spirit",3.99,"Spirituality, Classics, Fiction, Environment, Philosophy","Daniel Quinn",266,"$17.09","7/26/95",2692,4881,12995,22560,29910,14608
"579","The Eyes of the Dragon",3.93,"Fantasy, Horror, Fiction","Stephen King",427,"$5.60","5/13/93",1338,5465,21980,32514,30745,18408
"580","Cryptonomicon",4.25,"Cyberpunk, Historical Fiction, Historical, Fiction, Science Fiction","Neal Stephenson",1139,"$16.46","11/1/02",1413,3322,11742,29258,45016,18150
"581","Brave New World / Brave New World Revisited",4.17,"Fiction, Dystopia, Classics, Science Fiction","Aldous Huxley",340,"$225.00","7/5/05",1393,4280,20589,45000,54035,25059
"582","Lover Mine",4.41,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy","J.R. Ward",528,"$139.53","4/27/10",665,1987,10696,27487,56231,19413
"583","Steppenwolf",4.12,"European Literature, German Literature, Classics, Fiction, Literature, Philosophy","Hermann Hesse",256,"$21.03","4/26/99",1641,5211,19786,39597,49068,23061
"584","Ella Enchanted",3.98,"Childrens, Romance, Fiction, Fairy Tales, Young Adult, Fantasy","Gail Carson Levine",232,"$8.76","9/1/98",6933,20700,83559,116895,137276,73073
"585","A Heartbreaking Work of Staggering Genius",3.68,"Fiction","Dave Eggers",485,"$7.31","2/13/01",8294,16304,37174,53009,44170,31790
"586","The Raven",4.28,"Mystery, Short Stories, Fiction, Academic, Literature, School, Classics, Gothic, Horror, Poetry, American","Edgar Allan Poe",64,"$100.00","4/25/96",712,2289,11946,27135,42317,16880
"587","Black Boy",4.05,"Nonfiction, Autobiography, Biography, Cultural, Memoir, Classics, African American","Richard Wright",419,"$13.82","9/26/98",772,1961,8329,16467,16619,8830
"588","Plague",4.18,"Young Adult, Dystopia, Science Fiction, Fantasy","Michael  Grant",494,"$39.93","4/5/11",676,1667,7163,15438,20912,9171
"589","The Girl on the Train",3.91,"Fiction, Crime, Mystery, Thriller","Paula Hawkins",323,"$3.45","1/13/15",39617,101106,365509,652798,528051,337416
"590","The Eight",3.92,"Mystery, Fiction, Historical Fiction, Fantasy, Thriller, Historical","Katherine Neville",598,"$1.70","1/14/90",846,2122,6364,10645,10647,6125
"591","The Sparrow",4.17,"Science Fiction, Fiction, Religion, Fantasy","Mary Doria Russell",431,"$5.96","9/8/97",1247,2387,6943,16967,24291,10367
"592","Jitterbug Perfume",4.24,"Humor, Fiction, Literature, Magical Realism, Fantasy","Tom Robbins",342,"$15.94","4/9/01",783,2076,8597,19475,30018,12190
"593","No Exit and Three Other Plays",4.1,"France, Fiction, Philosophy, Plays, Cultural, Drama, Classics","Jean-Paul Sartre",275,"$1.50","4/26/89",203,836,4605,9517,9348,4902
"594","Grimm's Fairy Tales",4.13,"European Literature, Childrens, German Literature, Classics, Fiction, Short Stories, Fairy Tales, Literature, Young Adult, Mythology, Fantasy","Jacob Grimm",518,"$25.81","8/21/12",357,838,4271,7733,9915,4623
"595","Mother Night",4.22,"Fiction, Historical Fiction, Literature, Historical, War, Classics","Kurt Vonnegut",282,"$9.06","5/11/99",264,1308,10420,27102,28507,13520
"596","The Age of Innocence",3.94,"Historical Fiction, Historical, Classics, Romance, Fiction","Edith Wharton",332,"$11.88","8/26/04",2565,7149,28210,47134,42680,25548
"597","After Dark",3.69,"Japan, Fiction, Contemporary, Cultural, Japanese Literature, Magical Realism, Asian Literature","Haruki Murakami",191,"$10.59","5/8/07",1078,6751,29425,36664,17910,18366
"598","The Bad Beginning",3.93,"Fiction, Young Adult, Childrens, Fantasy","Lemony Snicket",176,"$200.00","9/30/99",7583,20576,79147,119143,117710,68832
"599","Siddhartha",4.01,"Religion, Spirituality, Classics, Fiction, Literature, Philosophy","Hermann Hesse",152,"$14.02","12/1/81",11746,29127,96387,163921,194749,99186
"600","The Sight",4.14,"Fantasy, Fiction, Animals, Young Adult","David Clement-Davies",486,"$39.55","8/11/03",269,630,1908,3373,5564,2349
"601","A Man Called Ove",4.36,"Audiobook, Humor, Contemporary, Fiction","Fredrik Backman",337,"$4.30","7/15/14",4118,10049,43653,137294,226838,84390
"602","Ender's Shadow",4.31,"Science Fiction Fantasy, Science Fiction, Fiction, Young Adult, Fantasy","Orson Scott Card",469,"$23.37","5/19/02",802,3040,17666,48673,69442,27925
"603","Resonance",4.15,"Romance, Fantasy, Young Adult, Science Fiction, Urban Fantasy","Nelou Keramati",350,"$59.99","8/31/16",7,15,56,87,155,64
"604","Christy",4.22,"Historical Fiction, Historical, Classics, Romance, Fiction, Christian, Christian Fiction","Catherine Marshall",512,"$17.99","12/31/01",565,1472,7284,15118,22355,9359
"605","Lady Midnight",4.45,"Fantasy, Romance, Paranormal, Young Adult","Cassandra Clare",688,"$24.88","3/8/16",1968,2793,11370,34061,81632,26365
"606","The Darkest Night",4.08,"Romance, Fantasy, Paranormal, Demons, Paranormal Romance","Gena Showalter",379,"$20.87","5/3/08",1819,3640,12681,21854,31253,14249
"607","Blood Promise",4.34,"Paranormal, Vampires, Romance, Young Adult, Fantasy","Richelle Mead",503,"$4.90","8/25/09",2326,6680,32851,74969,142589,51883
"608","Legend",4.18,"Science Fiction, Young Adult, Dystopia, Romance","Marie Lu",305,"$4.99","11/29/11",6154,13717,56842,121927,169297,73587
"609","Legend",4.26,"Fantasy, Epic Fantasy, Fiction","David Gemmell",345,"$4.99","4/26/94",243,763,3467,7934,12035,4888
"610","Martin Eden",4.42,"Literature, Classics, American, Fiction","Jack London",480,"$20.97","2/1/94",161,482,1989,5332,11572,3907
"611","Rebel Angels",3.94,"Fantasy, Historical, Young Adult, Historical Fiction","Libba Bray",548,"$16.33","12/26/06",3724,5401,20235,33020,36602,19796
"612","Crossed",3.52,"Young Adult, Romance, Dystopia, Science Fiction","Ally Condie",367,"$29.99","3/12/13",7372,24596,62203,60424,40105,38940
"613","The Tempest",3.81,"Fiction, Classics, Drama, Plays","William Shakespeare",218,"$580.82","7/26/04",2805,11374,42735,53825,44224,30993
"614","Carry On",4.23,"Fantasy, LGBT, Romance, Young Adult","Rainbow Rowell",522,"$125.00","5/9/17",2964,5314,18306,41325,68845,27351
"615","Carry On",4.23,"Fantasy, LGBT, Romance, Young Adult","Rainbow Rowell",522,"$125.00","10/6/15",2965,5315,18312,41337,68877,27361
"616","The Choice",3.99,"Romance, Womens Fiction, Contemporary, Fiction, Chick Lit","Nicholas Sparks",272,"$14.25","9/30/07",2420,7968,31114,47384,53559,28489
"617","Suttree",4.18,"Fiction, Literature, Gothic, Novels, Southern Gothic, Classics","Cormac McCarthy",471,"$4.22","5/26/92",241,625,2496,5182,7365,3182
"618","Cry, the Beloved Country",3.89,"Africa, Academic, Historical Fiction, Historical, Southern Africa, Cultural, School, Classics, South Africa, Fiction, Literature, Read For School, Novels","Alan Paton",316,"$13.97","11/25/03",1652,4259,13127,20950,19931,11984
"619","Fantasy Lover",4.17,"Urban Fantasy, Paranormal Romance, Paranormal, Romance, Fantasy","Sherrilyn Kenyon",337,"$10.03","2/18/02",1517,3536,13084,23321,38066,15905
"620","Tropic of Cancer",3.7,"Novels, Literature, Classics, Fiction","Henry Miller",318,"$700.00","1/6/94",2718,5338,13788,18535,15626,11201
"621","The Red Pyramid",4.08,"Young Adult, Mythology, Fantasy","Rick Riordan",516,"$4.16","5/4/10",5066,13970,52421,89599,117587,55729
"622","Princess Academy",4.02,"Childrens, Middle Grade, Fiction, Young Adult, Fantasy","Shannon Hale",314,"$18.30","4/17/07",1148,3992,19482,36291,32757,18734
"623","Where the Heart Is",4.01,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction, Adult Fiction","Billie Letts",376,"$8.84","6/1/98",2145,9275,49839,83646,77620,44505
"624","Washington Square",3.67,"Fiction, Literature, 19th Century, Classics, American","Henry James",240,"$119.98","4/6/04",388,1356,4913,6291,3448,3279
"625","Stone of Tears",4.11,"Romance, Science Fiction Fantasy, Epic Fantasy, Fiction, Magic, Fantasy, Adult, Epic, Adventure, High Fantasy","Terry Goodkind",703,"$12.89","9/15/95",1686,4001,16283,35014,40251,19447
"626","In and Out of Step",4.14,"Horror, Fiction","Christine M. Knight",482,"$288.00","1/14/13",2,8,15,17,50,18
"627","Are You My Mother?",4.18,"Childrens, Picture Books","P.D. Eastman",64,"$4.90","4/26/62",4358,8778,33764,49549,98920,39074
"628","Marina",4.01,"Mystery, Fiction, Young Adult, Fantasy, Horror","Carlos Ruiz Zafí_n",238,"$125.00","4/26/99",383,1604,6897,12260,11668,6562
"629","Impulse",4.28,"Young Adult, Poetry, Contemporary, Fiction","Ellen Hopkins",666,"$0.99","1/23/07",1047,2484,9227,17735,35877,13274
"630","Prodigal Summer",3.99,"Fiction, Nature, Contemporary, Environment","Barbara Kingsolver",444,"$29.95","10/16/01",1250,4340,18525,33769,30433,17663
"631","My Side of the Mountain",4.05,"Fiction, Young Adult, Childrens, Classics, Adventure","Jean Craighead George",192,"$1,293.41","4/12/04",965,2352,11299,20174,21646,11287
"632","American Pastoral",3.92,"Novels, Literature, Classics, Fiction","Philip Roth",432,"$9.94","3/5/98",1498,3758,10712,19922,18443,10867
"633","Sophie's Choice",4.19,"Historical Fiction, War, Historical, World War II, Classics, Fiction, Holocaust","William Styron",562,"$2.70","3/3/92",1358,2929,11429,25613,35681,15402
"634","The Shadow of the Wind",4.26,"Historical Fiction, Mystery, Historical, Fiction, Fantasy","Carlos Ruiz Zafí_n",487,"$400.00","1/25/05",5524,13586,49254,120704,192831,76380
"635","And Then There Were None",4.25,"Mystery, Classics, Fiction, Crime, Thriller","Agatha Christie",264,"$30.14","5/3/04",9135,16861,85976,209225,304313,125102
"636","More Than This",4.01,"Young Adult, Dystopia, LGBT, Science Fiction","Patrick Ness",480,"$5.15","5/1/14",791,2156,7551,15491,14451,8088
"637","Rage of Angels",3.93,"Romance, Mystery, Fiction, Thriller, Suspense","Sidney Sheldon",512,"$59.00","8/3/99",347,1737,8198,11988,10313,6517
"638","The Dragon Reborn",4.25,"Science Fiction Fantasy, Epic Fantasy, Fiction, Fantasy, High Fantasy","Robert Jordan",624,"$3.53","9/14/02",1746,4762,25923,66091,85957,36896
"639","The Killer Angels",4.32,"Historical Fiction, Historical, Civil War, Fiction, Military History, War","Michael Shaara",345,"$5.55","8/12/87",756,1878,8319,22425,36311,13938
"640","Sphere",3.79,"Science Fiction, Thriller, Fiction","Michael Crichton",371,"$0.15","6/23/97",1985,10291,43643,55473,38734,30025
"641","The Andromeda Strain",3.89,"Science Fiction, Thriller, Fiction","Michael Crichton",327,"$10.51","10/28/03",1753,10121,53366,77825,56344,39882
"642","The Last of the Mohicans",3.7,"Historical Fiction, Historical, Classics, American, Fiction, Literature, Novels, War, Classic Literature, Adventure","James Fenimore Cooper",410,"$6.44","6/1/82",3297,7605,21249,26309,22235,16139
"643","Blackwood Farm",3.86,"Fiction, Fantasy, Paranormal, Horror, Vampires","Anne Rice",774,"$12.44","4/26/03",748,2186,7096,9437,9588,5811
"644","Dolores Claiborne",3.85,"Horror, Thriller, Fiction","Stephen King",324,"$13.99","11/6/96",1737,8021,29903,38572,34066,22460
"645","Deception Point",3.7,"Fiction, Mystery, Thriller, Suspense","Dan Brown",556,"$5.60","12/26/02",15633,48207,157488,182305,137088,108144
"646","Soul Music",4.04,"Fantasy, Humor, Fiction","Terry Pratchett",424,"$19.70 to $28.99","4/26/99",218,2044,13245,22375,20201,11617
"647","The Eye of the World",4.19,"Fiction, Epic Fantasy, High Fantasy, Fantasy","Robert Jordan",814,"$395.95","11/15/90",7342,13206,45499,104040,155725,65162
"648","The Shadow Rising",4.23,"Fantasy, Science Fiction Fantasy, Epic Fantasy, Fiction","Robert Jordan",1007,"$99.99","10/15/93",1011,3600,22237,54933,66011,29558
"649","Tuesdays with Morrie",4.09,"Autobiography, Biography, Nonfiction, Memoir","Mitch Albom",210,"$2.99","4/26/00",13150,34103,120507,224646,290893,136660
"650","The Great Book of Amber",4.3,"Fantasy, Science Fiction Fantasy, Science Fiction, Fiction","Roger Zelazny",1258,"$47.99","12/26/99",248,691,2948,7175,12050,4622
"651","The Book of Occult",3.93,"Mystery, Magic, Fiction, Fantasy, Thriller, Horror, Occult","Simon W. Clark",336,"$58.08","12/21/13",26,10,23,57,105,44
"652","Bitten",4.05,"Urban Fantasy, Paranormal Romance, Paranormal, Shapeshifters, Romance, Werewolves, Fantasy","Kelley Armstrong",436,"$19.96","9/7/04",2058,4547,15607,27352,34961,16905
